Id	Type	Level	Bro Name	Name 0	N 1	N 2	N 3	N 4	N 5	BD	Tx Id	Data Type	Sign	Acct Types	Post Type	RO	Hy Id	Excl Dims	Incl Dims	DiMeId	Except	Amort	Sum Up	Totalling	Sum To	Related	StartEnd	Context	Zones	Order	Descr	Comment	I Tx Std Label	I Allowable Dims	I Man Dim	I Prop Dim	I Tuples	I Tag	I Tx Type	I Tx Period	I StartEnd Bros	I Tx Sign	I Tx Hys
100	Ele	1	  Statements.DescrSpecificHedgeNetInvestsInForeignOps	Statements	DescrSpecificHedgeNetInvestsInForeignOps					 	1577	String		Info			1	44								 		Period					Description of specific hedge of net investments in foreign operations	"1,3"			49 2465 194 O HedgeNetInvestsInForeignOps	uk-gaap:DescriptionSpecificHedgeNetInvestmentsInForeignOperations	String	Duration			1
101	Ele	1	  Statements.DescrSpecificFinInstrsDesignatedAsNetInvestHedge	Statements	DescrSpecificFinInstrsDesignatedAsNetInvestHedge					 	1573	String		Info			1	44								 		Period					Description of specific financial instruments designated as net investment hedge	"1,3"			49 2465 195 O HedgeNetInvestsInForeignOps	uk-gaap:DescriptionSpecificFinancialInstrumentsDesignatedAsNetInvestmentHedge	String	Duration			1
102	Ele	1	  Statements.DescrNatureRisksBeingHedgedBySpecificNetInvestHedge	Statements	DescrNatureRisksBeingHedgedBySpecificNetInvestHedge					 	1467	String		Info			1	44								 		Period					Description of nature of risks being hedged by specific net investment hedge	"1,3"			49 2465 197 O HedgeNetInvestsInForeignOps	uk-gaap:DescriptionNatureRisksBeingHedgedBySpecificNetInvestmentHedge	String	Duration			1
103	Ele	1	  Statements.GainLossOnFinancialAssetsLiabilitiesFreetextComment	Statements	GainLossOnFinancialAssetsLiabilitiesFreetextComment					 	2316	String		Info			1	44								 		Period					Gain (loss) on financial assets and liabilities free-text comment	"1,3"				uk-gaap:GainLossOnFinancialAssetsLiabilitiesFree-textComment	String	Duration			1
104	Ele	1	  Statements.AmountsWrittenOffInvestsFreetextComment	Statements	AmountsWrittenOffInvestsFreetextComment					 	279	String		Info			1	44								 		Period					Amounts written off investments free-text comment	"1,3"				uk-gaap:AmountsWrittenOffInvestmentsFree-textComment	String	Duration			1
105	Ele	1	  Statements.InvestIncomeFreetextComment	Statements	InvestIncomeFreetextComment					 	2916	String		Info			1	44								 		Period					Investment income free-text comment	"1,3"				uk-gaap:InvestmentIncomeFree-textComment	String	Duration			1
106	Ele	1	  Statements.FinanceInvestFreetextComment	Statements	FinanceInvestFreetextComment					 	2077	String		Info			1	44								 		Period					Finance and investment free-text comment	"1,3"				uk-gaap:FinanceInvestmentFree-textComment	String	Duration			1
107	Set	1	  Statements.TFAs	Statements	TFAs					 		None		Info												 		 						 									
108	Ele	2	    Statements.TFAs.DescrDifferenceBetweenAggregateTFAValueCostValuation	Statements	TFAs	DescrDifferenceBetweenAggregateTFAValueCostValuation				 	1373	String		Info			23	"10,11"								 		Period					Description of difference between aggregate tangible fixed asset value at cost and valuation	"1,3"				uk-gaap:DescriptionDifferenceBetweenAggregateTangibleFixedAssetValueCostValuation	String	Duration			23
109	Ele	2	    Statements.TFAs.FreetextComment	Statements	TFAs	FreetextComment				 	4666	String		Info			23	"10,11"								 		Period					Tangible fixed assets free-text comment	"1,3"				uk-gaap:TangibleFixedAssetsFree-textComment	String	Duration			23
110	Ele	2	    Statements.TFAs.AdditionalDescrSpecificIfRequired	Statements	TFAs	AdditionalDescrSpecificIfRequired				 	105	String		Info			23	"10,11"								 		Period					"Additional description of specific tangible fixed assets, if required"	"1,3"			113 4279 378 O RevaluationTFAs	uk-gaap:AdditionalDescriptionSpecificTangibleFixedAssetsIfRequired	String	Duration			23
111	Ele	2	    Statements.TFAs.BasisValuation	Statements	TFAs	BasisValuation				 	407	String		Info			23	"10,11"								 		Period					"Basis of valuation, tangible fixed assets"	"1,3"			113 4279 380 O RevaluationTFAs	uk-gaap:BasisValuationTangibleFixedAssets	String	Duration			23
112	Ele	2	    Statements.TFAs.NameQualificationsValuerOrValuersOrganisation	Statements	TFAs	NameQualificationsValuerOrValuersOrganisation				 	3237	String		Info			23	"10,11"								 		Period					Name and qualifications of valuer or valuer's organisation	"1,3"			113 4279 382 O RevaluationTFAs	uk-gaap:NameQualificationsValuerOrValuersOrganisation	String	Duration			"22,23,24"
113	Ele	2	    Statements.TFAs.ValuerExternalToEntity	Statements	TFAs	ValuerExternalToEntity				 	5025	Boolean		Info			23	"10,11"								 		Period					Valuer is external to entity	"1,3"			113 4279 386 O RevaluationTFAs	uk-gaap:ValuerExternalToEntity	Boolean	Duration			23
114	Ele	2	    Statements.TFAs.ExplanatoryIfValuationsHaveNotBeenUpdated	Statements	TFAs	ExplanatoryIfValuationsHaveNotBeenUpdated				 	1989	String		Info			23	"10,11"								 		Period					Explanatory statements if valuations have not been updated	"1,3"			113 4279 387 O RevaluationTFAs	uk-gaap:ExplanatoryStatementsIfValuationsHaveNotBeenUpdated	String	Duration			23
115	Ele	2	    Statements.TFAs.DateLastFullValuationIfValuationsHaveNotBeenUpdated	Statements	TFAs	DateLastFullValuationIfValuationsHaveNotBeenUpdated				 	1149	Date		Info			23	"10,11"								 	No	Period					Date of last full valuation if valuations have not been updated	"1,3"			113 4279 388 O RevaluationTFAs	uk-gaap:DateLastFullValuationIfValuationsHaveNotBeenUpdated	Date	Instant	No		23
116	Ele	2	    Statements.TFAs.DescrSpecificPropertiesValuedFullyEquippedOpEntitiesIfRequired	Statements	TFAs	DescrSpecificPropertiesValuedFullyEquippedOpEntitiesIfRequired				 	1581	String		Info			23	"10,11"								 		Period					"Description of specific properties valued as fully equipped operational entities, if required"	"1,3"			112 4262 374 O RevaluationProperties	uk-gaap:DescriptionSpecificPropertiesValuedAsFullyEquippedOperationalEntitiesIfRequired	String	Duration			23
117	Ele	2	    Statements.TFAs.OpenMarketValueNonspecialisedPropertiesCarriedOnBasisExistingUseValue	Statements	TFAs	OpenMarketValueNonspecialisedPropertiesCarriedOnBasisExistingUseValue				 	4508	String		Info			23	"10,11"								 		Period					Statement on open market value of non-specialised properties carried on the basis of existing use value	"1,3"			112 4262 377 O RevaluationProperties	uk-gaap:StatementOnOpenMarketValueNon-specialisedPropertiesCarriedOnBasisExistingUseValue	String	Duration			23
118	Set	1	  Statements.FAIs	Statements	FAIs					 		None		Info												 		 						 									
119	Ele	2	    Statements.FAIs.BasisValuationInvestsNotCarriedOnHistoricalCostBasis	Statements	FAIs	BasisValuationInvestsNotCarriedOnHistoricalCostBasis				 	406	String		Info			24	"12,13"								 		Period					"Basis of valuation, investments not carried on an historical cost basis"	"2,3"			57 2927 219 O InvestsNotCarriedOnHistoricalCostBasis	uk-gaap:BasisValuationInvestmentsNotCarriedOnAnHistoricalCostBasis	String	Duration			24
120	Ele	2	    Statements.FAIs.DescrInvestsNotCarriedOnHistoricalCostBasis	Statements	FAIs	DescrInvestsNotCarriedOnHistoricalCostBasis				 	1434	String		Info			24	"12,13"								 		Period					Description of investments not carried on an historical cost basis	"2,3"			57 2927 217 O InvestsNotCarriedOnHistoricalCostBasis	uk-gaap:DescriptionInvestmentsNotCarriedOnAnHistoricalCostBasis	String	Duration			24
121	Ele	2	    Statements.FAIs.DescrMethodValuationIfNotMarketValue	Statements	FAIs	DescrMethodValuationIfNotMarketValue				 	1451	String		Info			24	"12,13"								 		Period					Description of method of valuation if not market value	"2,3"			57 2927 222 O InvestsNotCarriedOnHistoricalCostBasis	uk-gaap:DescriptionMethodValuationIfNotMarketValue	String	Duration			24
122	Ele	2	    Statements.FAIs.DescrUnlistedInvestNotCarriedOnHistoricalCostBasis	Statements	FAIs	DescrUnlistedInvestNotCarriedOnHistoricalCostBasis				 	1610	String		Info			24	"12,13"								 		Period					Description of unlisted investment not carried on an historical cost basis	"2,3"			140 4941 460 O UnlistedInvestsNotCarriedOnHistoricalCostBasis	uk-gaap:DescriptionUnlistedInvestmentNotCarriedOnAnHistoricalCostBasis	String	Duration			24
123	Ele	2	    Statements.FAIs.FAFreetextComment	Statements	FAIs	FAFreetextComment				 	2137	String		Info			24	"12,13"								 		Period					Fixed asset investments free-text comment	"2,3"				uk-gaap:FixedAssetInvestmentsFree-textComment	String	Duration			24
124	Ele	2	    Statements.FAIs.NameQualificationsValuerOrValuersOrganisation	Statements	FAIs	NameQualificationsValuerOrValuersOrganisation				 	3237	String		Info			24	"12,13"								 		Period					Name and qualifications of valuer or valuer's organisation	"2,3"			140 4941 462 O UnlistedInvestsNotCarriedOnHistoricalCostBasis	uk-gaap:NameQualificationsValuerOrValuersOrganisation	String	Duration			"22,23,24"
125	Ele	2	    Statements.FAIs.ReasonsForAdoptingMethodValuationWhichNotMarketValue	Statements	FAIs	ReasonsForAdoptingMethodValuationWhichNotMarketValue				 	4137	String		Info			24	"12,13"								 		Period					Reasons for adopting a method of valuation which is not market value	"2,3"			57 2927 223 O InvestsNotCarriedOnHistoricalCostBasis	uk-gaap:ReasonsForAdoptingMethodValuationWhichNotMarketValue	String	Duration			24
126	Set	0	AcctPolicy	AcctPolicy						 		None		Info												 		 						 									
127	Ele	1	  AcctPolicy.StatementOnBasisMeasurementPreparationAccounts	AcctPolicy	StatementOnBasisMeasurementPreparationAccounts					 	4504	String		Info			1	44								 		Period					Statement on basis of measurement and preparation of accounts	"1,3"				uk-gaap:StatementOnBasisMeasurementPreparationAccounts	String	Duration			1
128	Ele	1	  AcctPolicy.DescrAnyChangesToPreviousPeriodComparatives	AcctPolicy	DescrAnyChangesToPreviousPeriodComparatives					 	1297	String		Info			1	44								 		Period					Description of any changes to previous period comparatives	"1,3"				uk-gaap:DescriptionAnyChangesToPreviousPeriodComparatives	String	Duration			1
129	Ele	1	  AcctPolicy.DescrAnyNoncomparableItemsInPLOrBS	AcctPolicy	DescrAnyNoncomparableItemsInPLOrBS					 	1302	String		Info			1	44								 		Period					Description of any non-comparable items in the profit and loss account or balance sheet	"1,3"				uk-gaap:DescriptionAnyNon-comparableItemsInProfitLossAccountOrBalanceSheet	String	Duration			1
130	Ele	1	  AcctPolicy.GoingConcernStatements	AcctPolicy	GoingConcernStatements					 	2415	String		Info			1	44								 		Period					Going concern statements	"1,3"				uk-gaap:GoingConcernStatements	String	Duration			1
131	Ele	1	  AcctPolicy.StatementThatAccountsArePreparedInAccordanceWithApplicableAccountingStandards	AcctPolicy	StatementThatAccountsArePreparedInAccordanceWithApplicableAccountingStandards					 	4515	String		Info			1	44								 		Period					Statement that accounts are prepared in accordance with applicable accounting standards	"1,3"				uk-gaap:StatementThatAccountsArePreparedInAccordanceWithApplicableAccountingStandards	String	Duration			1
132	Ele	1	  AcctPolicy.DescrInformationNecessaryToGiveTrueFairView	AcctPolicy	DescrInformationNecessaryToGiveTrueFairView					 	1430	String		Info			1	44								 		Period					Description of information necessary to give a true and fair view	"1,3"				uk-gaap:DescriptionInformationNecessaryToGiveTrueFairView	String	Duration			1
133	Ele	1	  AcctPolicy.DescrFundamentalInherentUncertainties	AcctPolicy	DescrFundamentalInherentUncertainties					 	1409	String		Info			1	44								 		Period					Description of fundamental inherent uncertainties	"1,3"				uk-gaap:DescriptionFundamentalInherentUncertainties	String	Duration			1
134	Ele	1	  AcctPolicy.Consol	AcctPolicy	Consol					 	961	String		Info			1	44								 		Period					Consolidation policy	"1,3"				uk-gaap:ConsolidationPolicy	String	Duration			1
135	Ele	1	  AcctPolicy.Turnover	AcctPolicy	Turnover					 	4911	String		Info			1	44								 		Period					Turnover policy	"1,3"				uk-gaap:TurnoverPolicy	String	Duration			1
136	Ele	1	  AcctPolicy.Dividends	AcctPolicy	Dividends					 	1778	String		Info			1	44								 		Period					Dividends policy	"1,3"				uk-gaap:DividendsPolicy	String	Duration			1
137	Ele	1	  AcctPolicy.Provisions	AcctPolicy	Provisions					 	4086	String		Info			1	44								 		Period					Provisions policy	"1,3"				uk-gaap:ProvisionsPolicy	String	Duration			1
138	Ele	1	  AcctPolicy.FinanceCostsInterest	AcctPolicy	FinanceCostsInterest					 	2072	String		Info			1	44								 		Period					Finance costs and interest policy	"1,3"				uk-gaap:FinanceCostsInterestPolicy	String	Duration			1
139	Ele	1	  AcctPolicy.ImpairFixedAssetsOrGoodwill	AcctPolicy	ImpairFixedAssetsOrGoodwill					 	2555	String		Info			1	44								 		Period					Impairment of fixed assets or goodwill policy	"1,3"				uk-gaap:ImpairmentFixedAssetsOrGoodwillPolicy	String	Duration			1
140	Ele	1	  AcctPolicy.ReversalImpairFixedAssetsOrGoodwill	AcctPolicy	ReversalImpairFixedAssetsOrGoodwill					 	4292	String		Info			1	44								 		Period					Reversal of impairment of fixed assets or goodwill policy	"1,3"				uk-gaap:ReversalImpairmentFixedAssetsOrGoodwillPolicy	String	Duration			1
141	Ele	1	  AcctPolicy.InvestsInJVs	AcctPolicy	InvestsInJVs					 	2924	String		Info			1	44								 		Period					Investments in joint-ventures policy	"1,3"				uk-gaap:InvestmentsInJoint-venturesPolicy	String	Duration			1
142	Ele	1	  AcctPolicy.InvestsInAssocs	AcctPolicy	InvestsInAssocs					 	2922	String		Info			1	44								 		Period					Investments in associates policy	"1,3"				uk-gaap:InvestmentsInAssociatesPolicy	String	Duration			1
143	Ele	1	  AcctPolicy.Invests	AcctPolicy	Invests					 	2928	String		Info			1	44								 		Period					Investments policy	"1,3"				uk-gaap:InvestmentsPolicy	String	Duration			1
144	Ele	1	  AcctPolicy.FAIs	AcctPolicy	FAIs					 	2154	String		Info			1	44								 		Period					Fixed asset investments policy	"1,3"				uk-gaap:FixedAssetInvestmentsPolicy	String	Duration			1
145	Ele	1	  AcctPolicy.CurrentAssetsInvests	AcctPolicy	CurrentAssetsInvests					 	1121	String		Info			1	44								 		Period					Current assets investments policy	"1,3"				uk-gaap:CurrentAssetsInvestmentsPolicy	String	Duration			1
146	Ele	1	  AcctPolicy.RevaluationProperties	AcctPolicy	RevaluationProperties					 	4263	String		Info			1	44								 		Period					Revaluation of properties policy	"1,3"				uk-gaap:RevaluationPropertiesPolicy	String	Duration			1
147	Ele	1	  AcctPolicy.InvestProperties	AcctPolicy	InvestProperties					 	2919	String		Info			1	44								 		Period					Investment properties policy	"1,3"				uk-gaap:InvestmentPropertiesPolicy	String	Duration			1
148	Ele	1	  AcctPolicy.ValuationInformation	AcctPolicy	ValuationInformation					 	5007	String		Info			1	44								 		Period					Valuation information and policy	"1,3"				uk-gaap:ValuationInformationPolicy	String	Duration			1
149	Ele	1	  AcctPolicy.StocksWorkInProgressLongtermContracts	AcctPolicy	StocksWorkInProgressLongtermContracts					 	4556	String		Info			1	44								 		Period					"Stocks, work in progress and long-term contracts policy"	"1,3"				uk-gaap:StocksWorkInProgressLong-termContractsPolicy	String	Duration			1
150	Ele	1	  AcctPolicy.DescrMethodAscertainingTurnover	AcctPolicy	DescrMethodAscertainingTurnover					 	1447	String		Info			1	44								 		Period					Description of method of ascertaining turnover	"1,3"				uk-gaap:DescriptionMethodAscertainingTurnover	String	Duration			1
151	Ele	1	  AcctPolicy.DescrMethodAscertainingAttributableProfit	AcctPolicy	DescrMethodAscertainingAttributableProfit					 	1446	String		Info			1	44								 		Period					Description of method of ascertaining attributable profit	"1,3"				uk-gaap:DescriptionMethodAscertainingAttributableProfit	String	Duration			1
152	Ele	1	  AcctPolicy.TaxationDeferredTaxation	AcctPolicy	TaxationDeferredTaxation					 	4712	String		Info			1	44								 		Period					Taxation and deferred taxation policy	"1,3"				uk-gaap:TaxationDeferredTaxationPolicy	String	Duration			1
153	Ele	1	  AcctPolicy.LesseePolicies	AcctPolicy	LesseePolicies					 	3034	String		Info			1	44								 		Period					Lessee policies	"1,3"				uk-gaap:LesseePolicies	String	Duration			1
154	Ele	1	  AcctPolicy.LesseeOpLease	AcctPolicy	LesseeOpLease					 	3033	String		Info			1	44								 		Period					Lessee operating lease policy	"1,3"				uk-gaap:LesseeOperatingLeasePolicy	String	Duration			1
155	Ele	1	  AcctPolicy.LesseeFinanceLeaseHirePurchaseContracts	AcctPolicy	LesseeFinanceLeaseHirePurchaseContracts					 	3032	String		Info			1	44								 		Period					Lessee finance lease and hire purchase contracts policy	"1,3"				uk-gaap:LesseeFinanceLeaseHirePurchaseContractsPolicy	String	Duration			1
156	Ele	1	  AcctPolicy.LessorPolicies	AcctPolicy	LessorPolicies					 	3038	String		Info			1	44								 		Period					Lessor policies	"1,3"				uk-gaap:LessorPolicies	String	Duration			1
